"","V1","V2"
"32384","seattle","i"
"32385","seattle","wa"
"32388","second","time"
"32389","second","half"
"32390","second","i"
"32415","seconds","left"
"32416","seconds","i"
"32417","seconds","ago"
"32419","secret","service"
"32420","secret","life"
"32421","secret","success"
"32426","section","row"
"32427","security","guard"
"32428","see","i"
"32429","see","u"
"32430","see","soon"
"32700","seeds","plant"
"32701","seeing","u"
"32702","seeing","tonight"
"32703","seeing","people"
"32729","seem","like"
"32730","seem","get"
"32731","seem","find"
"32735","seemed","like"
"32736","seems","like"
"32737","seems","pretty"
"32738","seems","i"
"32747","seen","yet"
"32748","seen","one"
"32749","seen","many"
"32776","selena","gomez"
"32777","self","control"
"32778","self","esteem"
"32779","self","respect"
"32782","sell","home"
"32783","selling","tickets"
"32784","semester","i"
"32785","send","us"
"32786","send","email"
"32787","send","link"
"32822","sending","love"
"32823","sending","good"
"32824","sending","email"
"32828","senior","year"
"32829","senior","night"
"32830","senior","citizens"
"32832","sense","humor"
"32833","sense","i"
"32834","sense","now"
"32835","sent","email"
"32836","sent","u"
"32837","sent","dm"
"32849","sentiment","short"
"32850","sept","th"
"32851","september","th"
"32852","serial","killer"
"32853","series","i"
"32854","series","finale"
"32855","series","the"
"32861","serious","i"
"32862","serious","question"
"32863","serious","business"
"32864","seriously","i"
"32865","seriously","need"
"32866","seriously","though"
"32889","served","country"
"32890","server","ready"
"32891","service","i"
"32892","service","today"
"32893","service","will"
"32896","sesame","street"
"32897","session","today"
"32898","session","i"
"32899","session","tonight"
"32901","set","free"
"32902","set","fire"
"32903","set","go"
"32920","seth","godin"
"32921","setting","new"
"32922","setting","alarm"
"32923","settle","less"
"32924","seven","days"
"32925","seven","years"
"32926","seven","times"
"32927","several","times"
"32928","several","years"
"32929","several","days"
"32933","severe","weather"
"32934","severe","thunderstorm"
"32935","sex","marriage"
"32936","sex","sex"
"32937","sex","city"
"32947","sexual","abuse"
"32948","sexual","harassment"
"32949","sexy","i"
"32950","sexy","ass"
"32951","sexy","talented"
"32952","sf","bay"
"32953","sf","giants"
"32954","shabbat","shalom"
"32955","shades","grey"
"32956","shades","gray"
"32957","shake","hands"
"32958","shake","it"
"32959","shake","shake"
"32963","shaking","head"
"32964","shall","see"
"32965","shall","i"
"32966","shall","go"
"32968","shame","i"
"32969","shame","fool"
"32970","shaped","like"
"32971","share","us"
"32972","share","love"
"32973","share","friends"
"32989","sharing","i"
"32990","sharing","great"
"32991","sharing","story"
"32998","shark","tank"
"32999","shark","week"
"33000","sharon","needles"
"33001","shave","head"
"33002","she","said"
"33003","she","just"
"33004","she","will"
"33044","shed","tear"
"33045","sherlock","holmes"
"33046","sherman","oaks"
"33047","shes","amazing"
"33048","shes","got"
"33049","shes","like"
"33063","shine","bright"
"33064","shiny","new"
"33065","shirt","i"
"33066","shirt","today"
"33067","shirt","says"
"33069","shit","i"
"33070","shit","just"
"33071","shit","im"
"33126","shitty","day"
"33127","shocked","i"
"33128","shoe","shopping"
"33129","shoes","i"
"33130","shoot","email"
"33131","shoot","today"
"33132","shoot","i"
"33140","shooting","video"
"33141","shooting","star"
"33142","shop","today"
"33143","shop","i"
"33144","shopping","today"
"33145","shopping","cart"
"33146","shopping","i"
"33151","short","film"
"33152","short","term"
"33153","short","story"
"33164","shorty","award"
"33165","shot","i"
"33166","shot","clock"
"33167","shots","shots"
"33168","shots","fired"
"33169","should","i"
"33170","should","fun"
"33171","should","interesting"
"33177","shout","out"
"33178","shout","outs"
"33179","shout","new"
"33189","shoutout","to"
"33190","shoutout","new"
"33191","shoutout","kimberly"
"33194","show","tonight"
"33195","show","i"
"33196","show","last"
"33306","shower","time"
"33307","shower","i"
"33308","shower","now"
"33310","showers","bring"
"33311","showing","love"
"33312","showing","us"
"33313","showing","the"
"33314","shows","i"
"33315","shows","coming"
"33316","shows","like"
"33325","shucks","thanks"
"33326","shut","fuck"
"33327","shut","up"
"33328","shut","i"
"33333","sick","i"
"33334","sick","tired"
"33335","sick","today"
"33349","side","i"
"33350","side","note"
"33351","side","road"
"33359","sigh","i"
"33360","sigh","relief"
"33361","sign","i"
"33362","sign","now"
"33363","sign","free"
"33368","signed","copy"
"33369","signing","autographs"
"33370","silent","auction"
"33371","silent","film"
"33372","silicon","valley"
"33373","silk","tie"
"33374","silly","i"
"33375","silver","lining"
"33376","silver","spring"
"33377","silver","stars"
"33378","simple","things"
"33379","simply","amazing"
"33380","simply","best"
"33381","simply","put"
"33382","sin","city"
"33383","since","i"
"33384","since","ive"
"33385","since","last"
"33412","sing","happy"
"33413","sing","song"
"33414","sing","along"
"33418","singer","i"
"33419","singing","song"
"33420","singing","i"
"33421","singing","along"
"33424","single","one"
"33425","single","day"
"33426","single","time"
"33437","sinus","infection"
"33438","sir","i"
"33439","sir","rt"
"33440","sir","im"
"33441","sis","i"
"33442","sister","i"
"33443","sister","just"
"33444","sister","said"
"33447","sit","back"
"33448","sit","around"
"33449","sit","next"
"33456","site","i"
"33457","site","profile"
"33458","site","looks"
"33467","sites","i"
"33468","sitting","next"
"33469","sitting","outside"
"33470","sitting","front"
"33485","situation","i"
"33486","six","flags"
"33487","six","months"
"33488","six","pack"
"33493","sixers","game"
"33494","skate","park"
"33495","skill","set"
"33496","skin","care"
"33497","skin","color"
"33498","skinny","jeans"
"33499","skip","bayless"
"33500","sky","blue"
"33501","sky","i"
"33502","sky","limit"
"33503","skype","i"
"33504","skype","date"
"33505","slam","dunk"
"33506","slap","face"
"33507","sleep","i"
"33508","sleep","now"
"33509","sleep","im"
"33548","sleeping","i"
"33549","sleeping","alone"
"33550","sleeping","day"
"33555","sleepy","i"
"33556","sleepy","time"
"33557","sleigh","bells"
"33558","slept","hours"
"33559","slept","day"
"33560","slice","pizza"
"33561","slight","chance"
"33562","slightly","less"
"33563","slip","away"
"33564","slow","motion"
"33565","slow","i"
"33566","slow","today"
"33570","slowly","surely"
"33571","slumber","party"
"33572","small","business"
"33573","small","world"
"33574","small","businesses"
"33585","smart","phone"
"33586","smart","enough"
"33587","smart","people"
"33594","smell","like"
"33595","smell","good"
"33596","smelled","like"
"33597","smelling","like"
"33598","smells","like"
"33599","smells","good"
"33600","smells","amazing"
"33601","smh","i"
"33602","smh","lol"
"33603","smh","rt"
"33606","smile","face"
"33607","smile","i"
"33608","smile","bro"
"33616","smiley","face"
"33617","smiley","faces"
"33618","smiling","moose"
"33619","smiling","face"
"33620","smoke","weed"
"33621","smoke","drink"
"33622","smoke","i"
"33623","smoked","salmon"
"33624","smokin","hot"
"33625","smoking","weed"
"33626","smoking","hot"
"33627","smooth","jazz"
"33628","smooth","sailing"
"33629","snail","mail"
"33630","sneak","peek"
"33631","sneak","peak"
"33632","sneak","preview"
"33633","sniff","sniff"
"33634","snoop","dogg"
"33635","snooze","button"
"33636","snow","day"
"33637","snow","white"
"33638","snow","storm"
"33645","so","much"
"33646","so","i"
"33647","so","excited"
"33794","soap","opera"
"33795","soc","media"
"33796","soccer","game"
"33797","soccer","team"
"33798","soccer","practice"
"33800","social","media"
"33801","social","network"
"33802","social","networking"
"33813","socially","acceptable"
"33814","soft","spot"
"33815","softball","game"
"33816","softball","team"
"33817","softball","practice"
"33818","sold","out"
"33819","sold","i"
"33820","sold","show"
"33821","soldier","spy"
"33822","solo","cup"
"33823","solo","piano"
"33824","solo","show"
"33825","solve","problems"
"33826","solve","problem"
"33827","some","people"
"33828","some","things"
"33829","some","days"
"33849","somebody","i"
"33850","somebody","else"
"33851","somebody","tell"
"33862","someday","will"
"33863","someday","i"
"33864","someday","ill"
"33866","somehow","i"
"33867","someone","else"
"33868","someone","please"
"33869","someone","just"
"33951","someones","life"
"33952","something","i"
"33953","something","like"
"33954","something","else"
"34049","sometime","soon"
"34050","sometime","i"
"34051","sometime","next"
"34053","sometimes","i"
"34054","sometimes","just"
"34055","sometimes","people"
"34080","somewhere","else"
"34081","somewhere","i"
"34082","son","i"
"34083","son","just"
"34084","son","bitch"
"34085","song","i"
"34086","song","ever"
"34087","song","called"
"34133","songs","i"
"34134","songs","like"
"34135","songs","ever"
"34138","sons","anarchy"
"34139","soo","much"
"34140","soo","good"
"34141","soo","happy"
"34150","soon","i"
"34151","soon","enough"
"34152","soon","will"
"34192","sooner","later"
"34193","sooner","i"
"34194","sopa","pipa"
"34195","sophomore","year"
"34196","sore","throat"
"34197","sorry","i"
"34198","sorry","hear"
"34199","sorry","im"
"34242","sort","thing"
"34243","sort","like"
"34244","soul","train"
"34245","soul","food"
"34246","soul","i"
"34249","soulja","boy"
"34250","sound","like"
"34251","sound","good"
"34252","sound","great"
"34261","sounded","like"
"34262","sounded","great"
"34263","sounding","like"
"34264","sounding","good"
"34265","sounds","like"
"34266","sounds","good"
"34267","sounds","great"
"34290","soup","day"
"34291","soups","day"
"34292","sour","cream"
"34293","sour","patch"
"34294","source","code"
"34295","south","florida"
"34296","south","beach"
"34297","south","carolina"
"34307","southern","california"
"34308","sox","game"
"34309","sox","fan"
"34310","sox","fans"
"34311","soy","sauce"
"34312","spa","day"
"34313","space","shuttle"
"34314","space","i"
"34315","space","needle"
"34316","spam","bot"
"34317","spam","i"
"34318","spam","messages"
"34320","spanish","class"
"34321","spare","time"
"34322","speak","truth"
"34323","speak","english"
"34324","speak","i"
"34330","speaking","truth"
"34331","speaking","today"
"34332","speaking","i"
"34334","speaks","volumes"
"34335","special","guest"
"34336","special","thanks"
"34337","special","day"
"34363","specials","today"
"34364","specials","soups"
"34365","specials","night"
"34366","speed","limit"
"34367","speed","dating"
"34368","speeding","ticket"
"34369","speedy","recovery"
"34370","spell","check"
"34371","spell","name"
"34372","spelled","backwards"
"34373","spelled","wrong"
"34374","spelling","bee"
"34375","spend","time"
"34376","spend","day"
"34377","spend","money"
"34389","spending","time"
"34390","spending","day"
"34391","spending","money"
"34397","spent","day"
"34398","spent","last"
"34399","spent","time"
"34412","spice","girls"
"34413","spice","latte"
"34414","spike","lee"
"34415","spin","class"
"34416","spoiler","alert"
"34417","spoke","soon"
"34418","spoken","word"
"34419","spoken","like"
"34420","sponge","bob"
"34421","sporting","event"
"34422","sporting","events"
"34423","sporting","kc"
"34424","sports","fan"
"34425","sports","bar"
"34426","sports","team"
"34435","spot","trending"
"34436","spot","i"
"34437","spots","left"
"34438","spots","open"
"34439","spotted","cow"
"34440","spray","tan"
"34441","spray","paint"
"34442","spread","word"
"34443","spread","love"
"34444","spread","the"
"34445","spreading","word"
"34446","spreading","love"
"34447","spring","break"
"34448","spring","training"
"34449","spring","cleaning"
"34461","spurs","go"
"34462","spurs","game"
"34463","spurs","lead"
"34465","sq","ft"
"34466","square","mall"
"34467","square","garden"
"34468","square","park"
"34469","st","patricks"
"34470","st","time"
"34471","st","louis"
"34515","stadium","bill"
"34516","staff","will"
"34517","staff","meeting"
"34518","stage","the"
"34519","stage","tonight"
"34520","stage","i"
"34522","stand","people"
"34523","stand","up"
"34524","stand","chance"
"34531","standing","ovation"
"34532","standing","next"
"34533","standing","room"
"34539","stanley","cup"
"34540","staples","center"
"34541","star","wars"
"34542","star","trek"
"34543","star","game"
"34545","starbucks","coffee"
"34546","stars","i"
"34547","stars","sky"
"34548","start","day"
"34549","start","new"
"34550","start","week"
"34626","started","watching"
"34627","started","following"
"34628","started","new"
"34647","starting","get"
"34648","starting","pm"
"34649","starting","new"
"34676","starts","pm"
"34677","starts","tomorrow"
"34678","starts","today"
"34686","startup","weekend"
"34687","state","fair"
"34688","state","mind"
"34689","state","university"
"34703","statement","i"
"34704","staten","island"
"34705","states","america"
"34706","station","i"
"34707","station","just"
"34708","status","quo"
"34709","status","updates"
"34710","status","update"
"34711","stay","tuned"
"34712","stay","away"
"34713","stay","home"
"34755","stayed","home"
"34756","stayed","late"
"34757","staying","home"
"34758","staying","late"
"34759","staying","night"
"34762","steak","n"
"34763","steak","dinner"
"34764","steal","one"
"34765","steering","wheel"
"34766","step","closer"
"34767","step","back"
"34768","step","game"
"34780","stephen","king"
"34781","stephen","a"
"34782","steve","jobs"
"34783","steve","blake"
"34784","steve","harvey"
"34786","steven","tyler"
"34787","stevie","wonder"
"34788","stick","around"
"34789","stick","together"
"34790","stick","one"
"34791","sticking","around"
"34792","sticks","stones"
"34793","still","love"
"34794","still","need"
"34795","still","got"
"34995","stir","fry"
"34996","stock","market"
"34997","stoked","see"
"34998","stole","heart"
"34999","stomach","hurts"
"35000","stomach","ache"
"35001","stomach","flu"
"35003","stomping","grounds"
"35004","stone","cold"
"35005","stop","talking"
"35006","stop","thinking"
"35007","stop","booth"
"35095","stopped","working"
"35096","stopped","i"
"35097","stopped","watching"
"35098","storage","wars"
"35099","store","i"
"35100","store","day"
"35101","store","today"
"35105","stories","i"
"35106","stories","tell"
"35107","story","life"
"35108","story","i"
"35109","story","im"
"35126","straight","face"
"35127","straight","i"
"35128","straight","like"
"35130","straighten","hair"
"35131","strain","day"
"35132","strange","i"
"35133","strategic","planning"
"35134","strategic","plan"
"35135","streaming","live"
"35136","street","team"
"35137","street","journal"
"35138","street","i"
"35142","strep","throat"
"35143","stress","free"
"35144","stressed","i"
"35145","strings","attached"
"35146","strip","club"
"35147","strip","live"
"35148","strong","enough"
"35149","strong","i"
"35150","strong","word"
"35151","strongly","dislike"
"35152","stuck","head"
"35153","stuck","traffic"
"35154","stuck","inside"
"35157","student","loans"
"35158","student","loan"
"35159","student","i"
"35163","students","will"
"35164","students","can"
"35165","students","today"
"35172","studies","show"
"35173","studio","time"
"35174","studio","today"
"35175","studio","session"
"35181","study","abroad"
"35182","study","hall"
"35183","study","study"
"35190","studying","finals"
"35191","studying","abroad"
"35192","stuff","i"
"35193","stuff","like"
"35194","stuff","coming"
"35216","stuffing","face"
"35217","stumbled","upon"
"35218","stumbled","across"
"35219","stupid","people"
"35220","stupid","i"
"35221","stupid","shit"
"35236","style","i"
"35237","su","much"
"35238","subject","line"
"35239","subject","matter"
"35240","substance","abuse"
"35241","success","comes"
"35242","success","i"
"35243","success","will"
"35251","successful","man"
"35252","successful","day"
"35253","successful","people"
"35255","such","great"
"35256","such","good"
"35257","such","beautiful"
"35263","suck","dick"
"35264","suck","i"
"35265","suck","ass"
"35269","sucks","i"
"35270","sucks","ass"
"35271","sucks","im"
"35275","suddenly","i"
"35276","sugar","free"
"35277","sugar","cookies"
"35278","suggested","i"
"35279","suggestions","i"
"35280","suggestions","good"
"35281","suggestions","welcome"
"35282","sum","new"
"35283","summer","i"
"35284","summer","time"
"35285","summer","camp"
"35320","sun","shining"
"35321","sun","will"
"35322","sun","pm"
"35332","sunday","night"
"35333","sunday","morning"
"35334","sunday","pm"
"35357","sunflower","seeds"
"35358","sunny","day"
"35359","sunny","days"
"35360","sunny","warm"
"35363","sunshine","state"
"35364","sunshine","today"
"35365","super","bowl"
"35366","super","excited"
"35367","super","cute"
"35402","superbowl","sunday"
"35403","superbowl","party"
"35404","supper","club"
"35405","supplies","last"
"35406","support","local"
"35407","support","i"
"35408","support","the"
"35430","supporting","us"
"35431","supporting","local"
"35432","suppose","i"
"35433","supposed","go"
"35434","supposed","get"
"35435","supposed","say"
"35438","supreme","court"
"35439","sure","i"
"35440","sure","will"
"35441","sure","check"
"35555","surf","report"
"35556","surprise","i"
"35557","surprised","i"
"35558","surprised","see"
"35559","surprised","many"
"35560","surprisingly","good"
"35561","survive","without"
"35562","suscribed","every"
"35563","swag","swag"
"35564","swamp","people"
"35565","swear","i"
"35566","swear","im"
"35567","swear","god"
"35570","sweat","pants"
"35571","sweet","dreams"
"35572","sweet","i"
"35573","sweet","home"
"35598","sweetest","thing"
"35599","sweetie","i"
"35600","swimming","pool"
"35601","swine","flu"
"35602","swing","things"
"35603","sxsw","austin"
"35604","symphony","orchestra"
"35605","system","i"
"35606","system","can"
"35607","system","will"
"35608","t","minus"
"35609","t","shirt"
"35610","t","i"
"35613","table","read"
"35614","taco","bell"
"35615","taco","tuesday"
"35616","tad","bit"
"35617","tag","song"
"35618","tag","team"
"35619","tag","us"
"35621","tai","chi"
"35622","take","care"
"35623","take","time"
"35624","take","look"
"35751","taken","care"
"35752","taken","away"
"35753","taken","seriously"
"35756","takes","time"
"35757","takes","place"
"35758","takes","forever"
"35774","takin","care"
"35775","taking","care"
"35776","taking","time"
"35777","taking","break"
"35808","talent","show"
"35809","talent","i"
"35810","talented","i"
"35811","talented","people"
"35812","talk","shit"
"35813","talk","i"
"35814","talk","soon"
"35865","talked","forever"
"35866","talked","u"
"35867","talked","i"
"35869","talkin","bout"
"35870","talkin","shit"
"35871","talking","bout"
"35872","talking","shit"
"35873","talking","i"
"35897","tall","boys"
"35898","tampa","bay"
"35899","tank","top"
"35900","tank","tops"
"35901","tanning","bed"
"35902","tap","water"
"35903","tapes","photos"
"35904","tar","heels"
"35905","target","audience"
"35906","task","force"
"35907","taste","like"
"35908","taste","good"
"35909","taste","music"
"35912","tasted","like"
"35913","tastes","like"
"35914","tastes","good"
"35915","tastes","better"
"35916","tasting","room"
"35917","tasting","tonight"
"35918","tater","tots"
"35919","tattoo","artist"
"35920","tattoo","i"
"35921","taught","shoot"
"35922","taught","us"
"35923","tax","cuts"
"35924","tax","day"
"35925","tax","return"
"35934","taxes","done"
"35935","taxi","driver"
"35936","taxi","quality"
"35937","taylor","swift"
"35938","taylor","gang"
"35939","taylor","swifts"
"35940","tea","party"
"35941","tea","i"
"35942","teach","kids"
"35943","teach","us"
"35944","teach","dougie"
"35946","teacher","appreciation"
"35947","teacher","i"
"35948","teacher","just"
"35951","teachers","i"
"35952","teaches","us"
"35953","teaching","learning"
"35954","teaching","class"
"35955","teaching","kids"
"35956","team","i"
"35957","team","will"
"35958","team","can"
"36009","teamfollowback","i"
"36010","teams","i"
"36011","teams","play"
"36012","teams","will"
"36013","tears","eyes"
"36014","tears","joy"
"36015","tears","i"
"36016","tebow","will"
"36017","tebow","time"
"36018","tebow","jets"
"36019","tech","support"
"36020","technical","difficulties"
"36021","ted","nugent"
"36022","ted","talk"
"36023","ted","thompson"
"36024","teddy","bear"
"36025","tee","shirt"
"36026","tee","hee"
"36027","teen","wolf"
"36028","teen","hoot"
"36029","teen","mom"
"36032","teenage","girls"
"36033","teeth","i"
"36034","tel","aviv"
"36035","tell","us"
"36036","tell","i"
"36037","tell","u"
"36106","telling","people"
"36107","telling","us"
"36108","telling","i"
"36116","tells","i"
"36117","tells","us"
"36118","tells","im"
"36120","temple","run"
"36121","ten","minutes"
"36122","ten","years"
"36123","ten","times"
"36125","tequila","shots"
"36126","term","paper"
"36127","terrible","i"
"36128","terrible","idea"
"36129","terrible","thing"
"36131","test","tomorrow"
"36132","test","i"
"36133","test","today"
"36137","testing","new"
"36138","texas","family"
"36139","texas","i"
"36140","texas","rangers"
"36143","text","back"
"36144","text","i"
"36145","text","message"
"36163","texted","back"
"36164","texting","back"
"36165","texting","people"
"36166","texting","driving"
"36167","texts","i"
"36168","tf","i"
"36169","th","birthday"
"36170","th","grade"
"36171","th","anniversary"
"36235","thai","food"
"36236","than","i"
"36237","thank","much"
"36238","thank","you"
"36239","thank","u"
"36353","thankful","i"
"36354","thankful","family"
"36355","thankfully","i"
"36356","thanking","god"
"36357","thanks","follow"
"36358","thanks","rt"
"36359","thanks","following"
"36660","thanksgiving","everyone"
"36661","thanksgiving","day"
"36662","thanksgiving","weekend"
"36666","thankyou","much"
"36667","thanx","follow"
"36668","that","awkward"
"36669","that","sounds"
"36670","that","moment"
"36772","thats","i"
"36773","thats","awesome"
"36774","thats","good"
"36867","the","best"
"36868","the","new"
"36869","the","world"
"37352","theft","auto"
"37353","theme","song"
"37354","theme","music"
"37355","theme","park"
"37356","then","i"
"37357","then","im"
"37358","then","ill"
"37364","theodore","roosevelt"
"37365","theory","i"
"37366","there","many"
"37367","there","will"
"37368","there","nothing"
"37411","therefore","i"
"37412","theres","nothing"
"37413","theres","always"
"37414","theres","something"
"37435","these","guys"
"37436","these","people"
"37437","these","days"
"37446","they","say"
"37447","they","just"
"37448","they","need"
"37514","theyre","just"
"37515","theyre","good"
"37516","theyre","great"
"37523","theyve","got"
"37524","thin","mints"
"37525","thing","i"
"37526","thing","ever"
"37527","thing","ive"
"37609","things","i"
"37610","things","happen"
"37611","things","going"
"37698","thingsaboutme","i"
"37699","thingsaboutme","im"
"37700","think","i"
"37701","think","im"
"37702","think","can"
"37895","thinkin","bout"
"37896","thinking","i"
"37897","thinking","thing"
"37898","thinking","bout"
"37926","thinks","im"
"37927","thinks","i"
"37928","thinks","can"
"37929","third","time"
"37930","third","ward"
"37931","third","period"
"37935","thirsty","thursday"
"37936","thirty","minutes"
"37937","this","week"
"37938","this","one"
"37939","this","time"
"38067","thnx","follow"
"38068","thnx","following"
"38069","tho","i"
"38070","tho","lol"
"38071","tho","im"
"38074","thomas","jefferson"
"38075","thomas","edison"
"38076","thomas","carlyle"
"38077","thoroughly","enjoyed"
"38078","those","people"
"38079","those","days"
"38080","those","guys"
"38084","thou","shalt"
"38085","though","i"
"38086","though","im"
"38087","though","lol"
"38117","thought","i"
"38118","thought","id"
"38119","thought","u"
"38155","thoughts","prayers"
"38156","thoughts","exactly"
"38157","thoughts","i"
"38159","thousand","times"
"38160","thousand","miles"
"38161","thousand","words"
"38162","thousands","people"
"38163","three","days"
"38164","three","times"
"38165","three","hours"
"38179","threw","away"
"38180","threw","mouth"
"38181","thrift","store"
"38182","throat","hurts"
"38183","throughout","day"
"38184","throughout","world"
"38185","throw","away"
"38186","throw","party"
"38187","throw","back"
"38191","throwing","away"
"38192","tht","i"
"38193","tht","u"
"38194","thug","life"
"38195","thunder","lightning"
"38196","thunder","game"
"38197","thunderstorm","warning"
"38198","thurs","night"
"38199","thurs","pm"
"38200","thursday","night"
"38201","thursday","pm"
"38202","thursday","friday"
"38212","thus","far"
"38213","thx","follow"
"38214","thx","rt"
"38215","thx","following"
"38230","tick","tock"
"38231","ticket","sales"
"38232","ticket","giveaway"
"38233","ticket","i"
"38237","tickets","see"
"38238","tickets","now"
"38239","tickets","go"
"38260","tie","likes"
"38261","tie","game"
"38262","tiger","woods"
"38263","til","i"
"38264","til","pm"
"38265","til","next"
"38274","till","i"
"38275","till","pm"
"38276","till","next"
"38302","tim","tebow"
"38303","tim","duncan"
"38304","tim","burton"
"38307","time","i"
"38308","time","get"
"38309","time","go"
"38627","timeline","i"
"38628","times","i"
"38629","times","day"
"38630","times","like"
"38656","tina","fey"
"38657","tinker","tailor"
"38658","tiny","little"
"38659","tiny","chat"
"38660","tiny","matters"
"38662","tip","day"
"38663","tip","if"
"38664","tip","i"
"38668","tipping","point"
"38669","tips","tricks"
"38670","tired","i"
"38671","tired","hell"
"38672","tired","hearing"
"38694","tis","season"
"38695","titanic","d"
"38696","title","game"
"38697","title","i"
"38698","tix","sale"
"38699","tix","go"
"38700","tl","i"
"38701","tminus","minutes"
"38702","tminus","days"
"38703","to","the"
"38704","to","be"
"38705","to","get"
"38790","toast","crunch"
"38791","today","i"
"38792","today","im"
"38793","today","pm"
"39064","todays","day"
"39065","todays","btu"
"39066","todays","special"
"39078","toddlers","tiaras"
"39079","todo","list"
"39080","together","i"
"39081","together","soon"
"39082","together","can"
"39092","toilet","paper"
"39093","toilet","seat"
"39094","told","i"
"39095","told","u"
"39096","told","us"
"39116","tom","brady"
"39117","tom","hanks"
"39118","tom","cruise"
"39123","tomato","soup"
"39124","tomato","sauce"
"39125","tomorrow","night"
"39126","tomorrow","i"
"39127","tomorrow","morning"
"39220","tomorrows","game"
"39221","tomorrows","friday"
"39222","ton","fun"
"39223","tonight","pm"
"39224","tonight","i"
"39225","tonight","im"
"39372","tonights","game"
"39373","tonights","show"
"39374","tonights","episode"
"39378","tons","fun"
"39379","tons","great"
"39380","tons","people"
"39382","tony","parker"
"39383","tony","robbins"
"39384","tony","allen"
"39387","too","bad"
"39388","too","much"
"39389","too","many"
"39405","took","long"
"39406","took","nap"
"39407","took","time"
"39432","tool","can"
"39433","tool","i"
"39434","tooth","fairy"
"39435","toothbrush","express"
"39436","top","ten"
"39437","top","notch"
"39438","top","list"
"39461","topic","i"
"39462","toplies","i"
"39463","topped","w"
"39464","topping","pizza"
"39465","tore","acl"
"39466","torn","acl"
"39467","tornado","warning"
"39468","tornado","watch"
"39469","totally","agree"
"39470","totally","forgot"
"39471","totally","worth"
"39492","tote","bag"
"39493","touch","base"
"39494","touch","i"
"39495","touch","screen"
"39499","tough","loss"
"39500","tough","one"
"39501","tough","call"
"39511","tour","dates"
"39512","tour","i"
"39513","tour","bus"
"39520","towards","end"
"39521","town","hall"
"39522","town","i"
"39523","town","weekend"
"39530","toy","story"
"39531","toys","r"
"39532","track","meet"
"39533","track","i"
"39534","track","field"
"39536","tracks","i"
"39537","trade","show"
"39538","trade","deadline"
"39539","trade","center"
"39540","trader","joes"
"39541","traditional","marriage"
"39542","traffic","alert"
"39543","traffic","i"
"39544","traffic","jam"
"39546","trail","mix"
"39547","trailer","park"
"39548","train","wreck"
"39549","train","ride"
"39550","train","station"
"39552","trainer","max"
"39553","training","camp"
"39554","training","session"
"39555","training","i"
"39561","trash","can"
"39562","travel","plans"
"39563","travel","safe"
"39564","trayvon","martin"
"39565","treat","like"
"39566","treat","right"
"39567","treat","people"
"39569","treated","like"
"39570","treating","well"
"39571","treating","like"
"39572","treats","like"
"39573","tree","hill"
"39574","tree","life"
"39575","trend","twitter"
"39576","trending","topic"
"39577","trending","now"
"39578","trending","topics"
"39583","trent","richardson"
"39584","trey","songz"
"39585","trick","treat"
"39586","trick","treating"
"39587","tried","get"
"39588","tried","new"
"39589","tried","make"
"39598","trip","i"
"39599","trip","home"
"39600","trip","back"
"39607","triple","double"
"39608","triple","h"
"39609","triple","play"
"39610","trivia","night"
"39611","trivia","question"
"39612","trivia","tonight"
"39614","trouble","i"
"39615","trouble","finding"
"39616","trouble","getting"
"39617","troy","davis"
"39618","true","i"
"39619","true","rt"
"39620","true","love"
"39665","truer","words"
"39666","truly","amazing"
"39667","truly","love"
"39668","truly","blessed"
"39675","trunk","show"
"39676","trust","i"
"39677","trust","god"
"39678","trust","issues"
"39686","truth","rt"
"39687","truth","i"
"39688","truth","hurts"
"39691","try","get"
"39692","try","make"
"39693","try","new"
"39757","tryin","get"
"39758","tryin","to"
"39759","trying","get"
"39760","trying","figure"
"39761","trying","make"
"39824","tryna","get"
"39825","tryna","go"
"39826","tryna","make"
"39828","tshirt","contest"
"39829","tuesday","night"
"39830","tuesday","i"
"39831","tuesday","morning"
"39840","tumblr","i"
"39841","tummy","hurts"
"39842","tuna","salad"
"39843","tune","in"
"39844","tune","now"
"39845","tune","tonight"
"39849","tuned","details"
"39850","tuned","updates"
"39851","tuned","info"
"39853","tupac","hologram"
"39854","tupac","shakur"
"39855","turkey","day"
"39856","turn","around"
"39857","turn","back"
"39858","turn","to"
"39869","turned","around"
"39870","turned","back"
"39871","turned","great"
"39874","turner","hall"
"39875","turning","back"
"39876","turns","i"
"39877","turns","today"
"39878","tv","show"
"39879","tv","i"
"39880","tv","shows"
"39895","tweeps","i"
"39896","tweet","i"
"39897","tweet","us"
"39898","tweet","tweet"
"39973","tweeted","i"
"39974","tweeting","i"
"39975","tweeting","much"
"39976","tweeting","like"
"39984","tweets","i"
"39985","tweets","make"
"39986","tweets","like"
"40005","twenty","minutes"
"40006","twenty","years"
"40007","twice","week"
"40008","twice","today"
"40009","twice","i"
"40013","twilight","zone"
"40014","twin","cities"
"40015","twin","anchors"
"40016","twin","peaks"
"40017","twinkle","twinkle"
"40018","twinkle","little"
"40019","twitter","account"
"40020","twitter","i"
"40021","twitter","name"
"40153","two","weeks"
"40154","two","days"
"40155","two","years"
"40215","txt","me"
"40216","txt","u"
"40217","txt","back"
"40218","ty","rt"
"40219","ty","follow"
"40220","ty","lawson"
"40223","tyler","perry"
"40224","tyler","creator"
"40225","type","music"
"40226","type","person"
